NO2,C2H5OH,VOC,CO,Alcohol,LPG,Benzene,Temperature,Pressure,Humidity,Gas_Resistance,Altitude,MQ5,MP503,type
359.0,576.0,551.0,804.0,9.98,49.52,0.0,25.09,1021.27,17.52,346.17,-35.44,14.83,0.546,air
358.0,576.0,551.0,804.0,10.53,51.68,0.0,25.09,1021.28,17.52,348.35,-35.44,15.35,0.552,air
358.0,576.0,551.0,804.0,10.3,50.05,0.0,25.09,1021.28,17.5,346.89,-35.52,15.16,0.556,air
358.0,576.0,550.0,804.0,9.89,49.79,0.0,25.09,1021.28,17.5,347.62,-35.36,15.2,0.547,air
357.0,575.0,550.0,804.0,10.63,49.39,0.0,25.09,1021.27,17.49,346.53,-35.44,15.02,0.534,air
358.0,575.0,550.0,804.0,10.63,50.46,0.0,25.1,1021.28,17.48,348.71,-35.44,15.82,0.567,air
358.0,575.0,550.0,804.0,9.79,49.52,0.0,25.1,1021.28,17.49,347.26,-35.52,15.3,0.53,air
358.0,574.0,549.0,804.0,9.6,47.94,0.0,25.1,1021.29,17.48,346.89,-35.61,14.65,0.53,air
358.0,575.0,549.0,803.0,9.79,47.81,0.0,25.1,1021.29,17.47,346.89,-35.61,14.69,0.557,air
357.0,574.0,549.0,803.0,10.27,47.81,0.0,25.1,1021.3,17.46,347.62,-35.52,15.06,0.526,air
357.0,574.0,549.0,803.0,10.14,47.81,0.0,25.1,1021.29,17.45,347.26,-35.52,14.46,0.531,air
355.0,573.0,549.0,803.0,10.47,47.55,0.0,25.1,1021.29,17.46,346.17,-35.52,14.51,0.523,air
355.0,573.0,548.0,803.0,10.27,48.07,0.0,25.1,1021.28,17.44,346.17,-35.44,14.6,0.531,air
356.0,573.0,549.0,803.0,10.5,48.2,0.0,25.1,1021.28,17.45,345.81,-35.44,15.11,0.551,air
356.0,573.0,548.0,803.0,9.95,48.07,0.0,25.11,1021.29,17.45,346.89,-35.52,14.69,0.525,air
356.0,573.0,548.0,803.0,10.43,45.88,0.0,25.11,1021.3,17.45,345.81,-35.61,14.33,0.545,air
357.0,573.0,549.0,803.0,10.6,47.29,0.0,25.11,1021.3,17.45,342.95,-35.61,14.51,0.524,air
356.0,572.0,548.0,804.0,9.7,47.68,0.0,25.11,1021.29,17.45,345.81,-35.61,14.19,0.507,air
356.0,572.0,548.0,804.0,10.08,47.94,0.0,25.11,1021.31,17.44,344.37,-35.69,14.24,0.56,air
356.0,572.0,548.0,805.0,9.79,47.03,0.0,25.11,1021.31,17.44,344.01,-35.69,14.24,0.553,air
356.0,572.0,548.0,804.0,9.63,46.77,0.0,25.11,1021.3,17.44,345.45,-35.61,14.24,0.519,air
356.0,572.0,548.0,804.0,9.45,46.64,0.0,25.11,1021.3,17.45,346.17,-35.69,14.37,0.514,air
357.0,572.0,547.0,804.0,9.7,46.0,0.0,25.11,1021.3,17.43,346.53,-35.61,13.83,0.534,air
356.0,572.0,547.0,804.0,10.01,46.51,0.0,25.11,1021.29,17.44,345.45,-35.61,14.01,0.543,air
357.0,573.0,547.0,805.0,10.05,48.33,0.0,25.11,1021.29,17.44,347.26,-35.61,14.55,0.541,air
357.0,573.0,547.0,805.0,10.11,51.27,0.0,25.1,1021.29,17.43,348.35,-35.44,14.42,0.536,air
358.0,573.0,546.0,805.0,9.92,50.05,0.0,25.1,1021.28,17.45,347.62,-35.44,14.92,0.548,air
358.0,573.0,547.0,805.0,10.14,39.82,0.0,25.1,1021.28,17.45,347.62,-35.36,15.11,0.551,air
359.0,572.0,547.0,805.0,10.11,38.67,0.0,25.1,1021.27,17.46,347.26,-35.36,14.46,0.568,air
360.0,572.0,547.0,805.0,8.56,26.11,0.0,25.1,1021.27,17.48,348.35,-35.36,8.72,0.46,air
355.0,572.0,547.0,804.0,15.17,24.38,0.0,25.11,1021.27,17.49,346.89,-35.36,8.49,0.722,air
352.0,571.0,547.0,804.0,12.81,82.9,0.0,25.11,1021.28,17.49,347.26,-35.36,31.56,0.648,air
352.0,571.0,546.0,804.0,12.85,75.08,0.0,25.11,1021.27,17.53,344.73,-35.28,28.11,0.678,air
353.0,571.0,546.0,804.0,11.78,67.12,0.0,25.11,1021.26,17.56,345.45,-35.28,25.61,0.657,air
352.0,571.0,546.0,804.0,12.93,70.1,0.0,25.11,1021.26,17.62,347.26,-35.28,27.12,0.684,air
353.0,571.0,545.0,804.0,12.32,76.32,0.0,25.12,1021.26,17.65,348.35,-35.19,27.4,0.64,air
353.0,570.0,546.0,804.0,11.56,70.43,0.0,25.12,1021.26,17.67,348.71,-35.28,26.43,0.651,air
353.0,571.0,545.0,804.0,11.21,72.99,0.0,25.12,1021.25,17.68,347.98,-35.19,27.05,0.652,air
353.0,571.0,545.0,804.0,11.6,67.77,0.0,25.12,1021.25,17.68,349.45,-35.19,25.74,0.639,air
354.0,571.0,545.0,804.0,11.78,68.43,0.0,25.12,1021.25,17.67,347.62,-35.19,25.81,0.618,air
355.0,571.0,545.0,804.0,11.99,66.14,0.0,25.13,1021.25,17.66,349.08,-35.11,25.14,0.624,air
356.0,572.0,545.0,804.0,11.85,69.09,0.0,25.13,1021.24,17.65,347.62,-35.11,25.41,0.642,air
356.0,571.0,545.0,804.0,11.81,67.44,0.0,25.13,1021.24,17.64,350.19,-35.11,24.22,0.624,air
355.0,571.0,545.0,804.0,11.18,66.31,0.0,25.13,1021.24,17.62,350.19,-35.11,25.07,0.645,air
354.0,571.0,544.0,804.0,11.18,67.28,0.0,25.13,1021.24,17.6,351.3,-35.19,25.07,0.645,air
355.0,570.0,544.0,804.0,12.32,67.44,0.0,25.13,1021.24,17.59,350.93,-35.19,25.21,0.651,air
355.0,571.0,544.0,804.0,12.14,66.63,0.0,25.13,1021.25,17.59,349.45,-35.11,24.42,0.645,air
355.0,570.0,544.0,804.0,11.99,67.28,0.0,25.14,1021.24,17.57,350.56,-35.19,25.14,0.623,air
356.0,570.0,544.0,804.0,11.39,63.59,0.0,25.14,1021.24,17.56,350.56,-35.19,24.61,0.612,air
354.0,570.0,544.0,804.0,12.21,63.12,0.0,25.14,1021.24,17.55,351.67,-35.11,24.94,0.647,air
354.0,569.0,543.0,803.0,12.14,63.12,0.0,25.14,1021.24,17.55,351.3,-35.11,24.09,0.614,air
354.0,569.0,544.0,803.0,11.63,65.02,0.0,25.14,1021.24,17.55,353.92,-35.11,23.77,0.613,air
353.0,569.0,544.0,803.0,11.74,65.82,0.0,25.13,1021.25,17.54,352.42,-35.11,23.01,0.608,air
354.0,569.0,543.0,803.0,11.67,66.31,0.0,25.13,1021.25,17.52,352.42,-35.19,23.96,0.646,air
353.0,568.0,543.0,803.0,11.6,65.82,0.0,25.14,1021.26,17.53,352.42,-35.28,24.09,0.665,air
354.0,568.0,542.0,803.0,11.7,65.82,0.0,25.14,1021.25,17.51,352.05,-35.19,23.96,0.624,air
353.0,568.0,542.0,803.0,12.14,66.63,0.0,25.14,1021.26,17.51,352.05,-35.28,24.09,0.624,air
353.0,568.0,542.0,803.0,12.25,65.66,0.0,25.14,1021.26,17.52,349.45,-35.36,23.01,0.653,air
353.0,568.0,542.0,802.0,12.21,63.59,0.0,25.14,1021.26,17.51,350.19,-35.28,24.94,0.608,air
353.0,567.0,542.0,803.0,12.1,60.96,0.0,25.14,1021.26,17.5,352.05,-35.19,23.9,0.624,air
353.0,568.0,542.0,803.0,11.85,64.86,0.0,25.14,1021.25,17.5,350.93,-35.19,22.95,0.624,air
353.0,567.0,542.0,804.0,12.21,63.59,0.0,25.15,1021.25,17.51,349.08,-35.19,23.01,0.624,air
353.0,567.0,541.0,804.0,12.25,60.96,0.0,25.15,1021.25,17.53,347.62,-35.19,22.76,0.621,air
352.0,566.0,542.0,804.0,12.29,60.96,0.0,25.15,1021.25,17.55,349.08,-35.19,22.95,0.618,air
352.0,567.0,542.0,803.0,11.56,63.12,0.0,25.15,1021.25,17.56,350.56,-35.28,22.64,0.645,air
353.0,566.0,541.0,803.0,12.14,65.66,0.0,25.15,1021.25,17.56,349.45,-35.28,22.76,0.623,air
353.0,566.0,541.0,803.0,12.36,62.97,0.0,25.15,1021.25,17.58,348.71,-35.19,22.7,0.641,air
353.0,566.0,540.0,803.0,12.29,60.35,0.0,25.16,1021.24,17.57,348.35,-35.19,22.89,0.624,air
353.0,565.0,540.0,803.0,12.32,60.8,0.0,25.16,1021.25,17.59,345.09,-35.19,21.96,0.617,air
353.0,565.0,539.0,803.0,12.32,60.96,0.0,25.16,1021.26,17.61,347.26,-35.28,22.7,0.624,air
353.0,565.0,540.0,803.0,11.92,60.35,0.0,25.16,1021.27,17.65,347.98,-35.36,22.82,0.604,air
353.0,565.0,540.0,802.0,12.4,59.29,0.0,25.16,1021.27,17.67,345.81,-35.36,22.33,0.621,air
354.0,565.0,540.0,802.0,12.21,58.24,0.0,25.16,1021.27,17.68,348.71,-35.36,21.36,0.617,air
353.0,564.0,540.0,801.0,11.96,60.96,0.0,25.16,1021.27,17.7,348.35,-35.44,22.15,0.624,air
352.0,565.0,539.0,802.0,11.63,57.51,0.0,25.16,1021.28,17.7,345.81,-35.44,20.54,0.607,air
356.0,564.0,539.0,801.0,8.65,41.34,0.0,25.16,1021.28,17.7,347.98,-35.44,15.16,0.447,air
357.0,564.0,539.0,801.0,8.79,26.46,0.0,25.16,1021.27,17.73,348.71,-35.28,9.32,0.449,air
355.0,564.0,539.0,801.0,9.3,26.02,0.0,25.15,1021.27,17.73,350.19,-35.28,8.62,0.448,air
354.0,564.0,538.0,802.0,9.82,24.97,0.0,25.15,1021.27,17.71,349.08,-35.36,8.49,0.427,air
353.0,563.0,538.0,802.0,9.3,24.72,0.0,25.16,1021.28,17.71,350.19,-35.36,8.56,0.449,air
354.0,564.0,538.0,803.0,9.42,23.96,0.0,25.16,1021.28,17.7,347.98,-35.44,8.3,0.442,air
353.0,563.0,538.0,801.0,9.42,24.46,0.0,25.16,1021.27,17.71,349.82,-35.44,8.62,0.444,air
352.0,562.0,537.0,800.0,9.3,24.21,0.0,25.16,1021.27,17.7,347.62,-35.36,8.53,0.442,air
351.0,562.0,536.0,800.0,9.33,23.88,0.0,25.15,1021.27,17.71,351.3,-35.36,8.53,0.452,air
351.0,561.0,536.0,800.0,9.42,23.96,0.0,25.15,1021.27,17.71,350.56,-35.44,8.15,0.444,air
956.0,966.0,972.0,1010.0,83.13,29.21,0.0,25.31,1021.31,18.34,58.42,-35.77,9.39,1.864,nutmeg
926.0,956.0,965.0,1002.0,75.58,29.31,0.0,25.32,1021.33,18.34,52.83,-35.86,9.35,2.341,nutmeg
890.0,946.0,954.0,992.0,71.97,27.27,0.0,25.32,1021.34,18.33,52.04,-35.94,9.49,2.637,nutmeg
855.0,935.0,943.0,983.0,59.39,28.28,0.0,25.32,1021.34,18.32,54.53,-35.94,9.25,2.609,nutmeg
934.0,960.0,941.0,987.0,56.85,27.82,0.0,25.33,1021.34,18.31,54.01,-35.94,9.66,2.692,nutmeg
928.0,961.0,938.0,980.0,49.44,28.74,0.0,25.33,1021.34,18.28,52.17,-35.77,9.59,2.897,nutmeg
892.0,952.0,931.0,974.0,47.48,27.91,0.0,25.33,1021.32,18.26,48.02,-35.69,9.39,2.991,nutmeg
862.0,941.0,926.0,972.0,43.26,28.46,0.0,25.33,1021.31,18.23,38.67,-35.61,9.45,2.928,nutmeg
855.0,937.0,927.0,976.0,39.91,27.27,0.0,25.34,1021.31,18.2,24.55,-35.61,9.02,2.805,nutmeg
869.0,942.0,929.0,979.0,34.93,27.27,0.0,25.34,1021.31,18.16,19.69,-35.69,9.15,2.692,nutmeg
851.0,938.0,927.0,971.0,32.28,27.45,0.0,25.35,1021.31,18.12,17.07,-35.61,9.32,2.536,nutmeg
820.0,929.0,920.0,961.0,30.02,29.21,0.0,25.35,1021.31,18.09,17.05,-35.69,9.22,2.407,nutmeg
865.0,935.0,922.0,965.0,28.79,27.63,0.0,25.35,1021.31,18.04,18.9,-35.61,9.08,2.694,nutmeg
849.0,931.0,919.0,958.0,27.81,28.56,0.0,25.35,1021.31,18.01,21.66,-35.69,9.22,3.012,nutmeg
815.0,923.0,912.0,949.0,26.27,26.73,0.0,25.35,1021.32,17.99,25.23,-35.77,9.02,2.989,nutmeg
789.0,913.0,905.0,941.0,26.33,27.63,0.0,25.35,1021.32,17.93,25.66,-35.69,9.15,2.858,nutmeg
770.0,907.0,900.0,938.0,24.6,28.28,0.0,25.35,1021.31,17.91,19.3,-35.69,9.12,2.758,nutmeg
771.0,902.0,909.0,948.0,21.34,27.54,0.0,25.35,1021.3,17.89,17.95,-35.61,9.12,2.602,nutmeg
762.0,896.0,907.0,940.0,22.14,27.45,0.0,25.35,1021.31,17.85,17.86,-35.69,9.42,2.549,nutmeg
747.0,891.0,901.0,934.0,21.01,27.09,0.0,25.35,1021.32,17.82,18.23,-35.69,9.39,2.507,nutmeg
735.0,887.0,895.0,930.0,20.09,27.54,0.0,25.35,1021.31,17.82,19.12,-35.61,9.32,2.495,nutmeg
978.0,982.0,964.0,1013.0,20.73,27.27,0.0,25.36,1021.31,17.79,21.09,-35.61,9.39,2.481,nutmeg
971.0,982.0,973.0,1010.0,20.09,27.91,0.0,25.36,1021.3,17.76,21.03,-35.61,9.25,2.396,nutmeg
942.0,972.0,964.0,1001.0,20.79,27.72,0.0,25.36,1021.3,17.74,22.02,-35.61,9.45,2.425,nutmeg
908.0,960.0,954.0,991.0,21.12,27.18,0.0,25.36,1021.31,17.73,24.51,-35.61,9.08,2.794,nutmeg
876.0,951.0,944.0,981.0,22.08,27.91,0.0,25.35,1021.31,17.7,28.53,-35.69,9.42,3.024,nutmeg
849.0,942.0,935.0,973.0,23.74,27.36,0.0,25.34,1021.32,17.69,33.15,-35.69,9.32,3.032,nutmeg
827.0,934.0,927.0,965.0,24.47,26.82,0.0,25.34,1021.31,17.68,37.27,-35.69,8.85,2.951,nutmeg
810.0,926.0,920.0,958.0,24.1,28.56,0.0,25.34,1021.32,17.66,40.96,-35.77,8.78,2.827,nutmeg
794.0,920.0,914.0,951.0,23.98,28.18,0.0,25.34,1021.32,17.64,44.26,-35.69,9.42,2.736,nutmeg
781.0,915.0,908.0,945.0,21.29,28.18,0.0,25.35,1021.31,17.62,44.45,-35.61,9.05,2.772,nutmeg
770.0,909.0,902.0,940.0,22.02,26.73,0.0,25.35,1021.3,17.61,47.83,-35.61,9.15,2.747,nutmeg
759.0,904.0,897.0,935.0,21.06,27.91,0.0,25.35,1021.3,17.6,53.03,-35.61,9.22,2.664,nutmeg
750.0,899.0,892.0,931.0,19.45,28.28,0.0,25.36,1021.3,17.58,57.86,-35.69,9.08,2.579,nutmeg
742.0,895.0,888.0,927.0,19.45,27.63,0.0,25.36,1021.31,17.57,63.43,-35.69,9.22,2.635,nutmeg
734.0,891.0,883.0,923.0,18.48,27.18,0.0,25.37,1021.32,17.57,69.72,-35.69,8.88,2.598,nutmeg
727.0,887.0,880.0,919.0,17.35,27.91,0.0,25.37,1021.32,17.57,76.0,-35.77,9.28,2.485,nutmeg
790.0,894.0,877.0,918.0,17.89,27.09,0.0,25.38,1021.32,17.55,81.19,-35.69,9.12,2.411,nutmeg
914.0,939.0,926.0,970.0,16.83,28.0,0.0,25.37,1021.3,17.54,74.85,-35.61,8.95,2.305,nutmeg
920.0,952.0,942.0,970.0,18.48,26.73,0.0,25.38,1021.3,17.54,65.4,-35.52,9.35,2.284,nutmeg
893.0,947.0,938.0,962.0,23.01,26.55,0.0,25.38,1021.3,17.53,52.63,-35.52,8.78,2.269,nutmeg
854.0,936.0,929.0,950.0,26.6,27.0,0.0,25.39,1021.29,17.52,38.29,-35.52,9.32,2.286,nutmeg
913.0,943.0,941.0,989.0,28.58,26.82,0.0,25.39,1021.29,17.52,33.28,-35.52,9.12,2.17,nutmeg
936.0,953.0,953.0,990.0,36.19,26.91,0.0,25.39,1021.3,17.51,32.97,-35.61,9.02,2.088,nutmeg
900.0,944.0,946.0,979.0,49.66,26.73,0.0,25.39,1021.31,17.51,36.06,-35.61,8.98,2.013,nutmeg
873.0,940.0,939.0,971.0,59.52,27.36,0.0,25.4,1021.31,17.51,40.53,-35.69,8.95,2.274,nutmeg
839.0,931.0,930.0,960.0,62.98,27.36,0.0,25.4,1021.32,17.53,45.56,-35.61,9.22,2.791,nutmeg
811.0,923.0,922.0,950.0,59.78,27.18,0.0,25.4,1021.31,17.54,51.44,-35.77,9.28,2.833,nutmeg
820.0,921.0,918.0,947.0,59.0,26.82,0.0,25.4,1021.33,17.55,56.81,-35.86,9.08,2.761,nutmeg
820.0,920.0,917.0,950.0,55.12,26.37,0.0,25.39,1021.33,17.58,63.19,-35.86,9.18,2.712,nutmeg
852.0,927.0,920.0,956.0,48.78,26.91,0.0,25.4,1021.33,17.61,69.72,-35.86,8.95,2.612,nutmeg
881.0,941.0,922.0,955.0,43.66,27.0,0.0,25.4,1021.33,17.66,71.13,-35.86,8.85,3.038,nutmeg
839.0,932.0,916.0,944.0,40.85,27.54,0.0,25.39,1021.33,17.71,67.27,-35.86,8.98,3.061,nutmeg
802.0,922.0,909.0,934.0,36.87,27.63,0.0,25.38,1021.34,17.71,65.4,-35.86,8.95,2.951,nutmeg
828.0,919.0,906.0,931.0,35.85,26.73,0.0,25.38,1021.33,17.71,42.57,-35.77,9.02,2.868,nutmeg
842.0,922.0,906.0,930.0,32.51,26.73,0.0,25.38,1021.33,17.72,35.58,-35.77,8.78,2.716,nutmeg
822.0,919.0,906.0,933.0,28.79,26.73,0.0,25.38,1021.33,17.71,35.97,-35.86,8.78,2.58,nutmeg
788.0,912.0,902.0,925.0,29.08,27.82,0.0,25.38,1021.34,17.71,39.69,-35.86,9.02,2.475,nutmeg
765.0,904.0,896.0,919.0,27.81,26.82,0.0,25.38,1021.34,17.71,45.9,-35.94,8.53,2.332,nutmeg
754.0,899.0,890.0,917.0,24.41,27.0,0.0,25.38,1021.33,17.7,52.89,-35.86,9.18,2.226,nutmeg
750.0,898.0,888.0,923.0,24.35,26.73,0.0,25.38,1021.33,17.69,61.18,-35.94,8.69,2.162,nutmeg
737.0,896.0,884.0,919.0,22.96,27.27,0.0,25.38,1021.35,17.69,70.36,-35.94,8.88,2.513,nutmeg
725.0,890.0,879.0,912.0,22.02,26.91,0.0,25.37,1021.35,17.66,76.83,-36.02,9.22,2.869,nutmeg
719.0,886.0,875.0,910.0,20.52,26.55,0.0,25.37,1021.35,17.65,83.77,-35.94,8.95,2.923,nutmeg
711.0,881.0,871.0,906.0,20.25,27.18,0.0,25.37,1021.34,17.62,89.17,-35.94,8.65,2.891,nutmeg
709.0,880.0,867.0,903.0,19.45,26.64,0.0,25.37,1021.35,17.6,87.24,-36.02,8.65,2.811,nutmeg
758.0,898.0,866.0,939.0,21.91,27.0,0.0,25.37,1021.34,17.59,79.58,-35.94,9.15,2.669,nutmeg
844.0,916.0,883.0,953.0,47.48,27.45,0.0,25.37,1021.35,17.59,81.11,-36.02,8.92,2.557,nutmeg
866.0,923.0,904.0,956.0,256.73,27.0,0.0,25.38,1021.35,17.59,85.21,-35.94,8.46,2.422,nutmeg
884.0,930.0,926.0,975.0,418.93,27.91,0.0,25.38,1021.35,17.61,90.41,-35.94,9.39,2.311,nutmeg
864.0,928.0,930.0,972.0,527.82,27.36,0.0,25.39,1021.35,17.62,93.73,-35.94,9.32,2.189,nutmeg
843.0,924.0,925.0,963.0,586.09,29.03,0.0,25.39,1021.35,17.65,91.59,-36.02,9.15,2.122,nutmeg
820.0,919.0,919.0,953.0,580.96,27.72,0.0,25.4,1021.36,17.68,89.74,-36.1,8.75,2.049,nutmeg
789.0,912.0,913.0,942.0,522.14,28.09,0.0,25.4,1021.36,17.69,90.41,-36.02,9.28,1.954,nutmeg
788.0,910.0,907.0,936.0,482.13,27.0,0.0,25.4,1021.36,17.73,95.0,-36.1,8.65,1.856,nutmeg
805.0,908.0,907.0,935.0,398.25,27.18,0.0,25.4,1021.37,17.74,100.21,-36.1,9.08,1.795,nutmeg
849.0,923.0,917.0,951.0,351.25,27.18,0.0,25.41,1021.37,17.77,102.64,-36.19,8.49,1.767,nutmeg
852.0,924.0,918.0,951.0,363.92,27.63,0.0,25.41,1021.37,17.77,90.41,-36.19,8.85,1.679,nutmeg
855.0,924.0,923.0,954.0,500.07,26.64,0.01,25.41,1021.38,17.8,71.07,-36.19,9.15,1.647,nutmeg
816.0,917.0,916.0,943.0,591.26,27.91,0.01,25.41,1021.37,17.8,61.49,-36.19,8.88,1.593,nutmeg
799.0,910.0,910.0,932.0,589.96,27.63,0.01,25.42,1021.38,17.79,60.52,-36.27,9.28,1.537,nutmeg
791.0,906.0,906.0,927.0,491.54,27.0,0.0,25.41,1021.39,17.79,66.17,-36.27,8.95,1.527,nutmeg
765.0,900.0,899.0,919.0,462.92,28.0,0.0,25.41,1021.39,17.78,74.26,-36.27,8.98,1.492,nutmeg
743.0,894.0,893.0,913.0,380.27,27.09,0.0,25.4,1021.39,17.76,84.11,-36.35,8.53,1.452,nutmeg
726.0,888.0,886.0,907.0,321.91,27.36,0.0,25.4,1021.37,17.73,93.83,-36.19,8.88,1.414,nutmeg
714.0,882.0,881.0,902.0,278.66,27.18,0.0,25.4,1021.37,17.71,101.78,-36.19,8.88,1.368,nutmeg
706.0,879.0,877.0,899.0,243.94,27.27,0.0,25.4,1021.38,17.68,111.24,-36.19,8.59,1.342,nutmeg
748.0,885.0,876.0,907.0,200.21,27.18,0.0,25.4,1021.38,17.66,119.94,-36.27,9.02,1.348,nutmeg
762.0,887.0,877.0,911.0,170.17,27.82,0.0,25.39,1021.39,17.63,127.84,-36.35,8.92,1.306,nutmeg
737.0,884.0,874.0,907.0,151.23,26.73,0.0,25.39,1021.39,17.59,135.0,-36.43,8.88,1.295,nutmeg
716.0,879.0,871.0,901.0,143.43,26.28,0.0,25.38,1021.4,17.57,140.86,-36.35,8.82,1.271,nutmeg
700.0,874.0,866.0,896.0,126.88,26.46,0.0,25.38,1021.4,17.55,146.1,-36.35,8.75,1.234,nutmeg
688.0,868.0,862.0,891.0,116.65,26.91,0.0,25.38,1021.4,17.53,152.03,-36.35,8.88,1.231,nutmeg
680.0,864.0,858.0,886.0,113.1,26.11,0.0,25.37,1021.4,17.51,156.54,-36.43,8.98,1.232,nutmeg
672.0,860.0,853.0,883.0,108.98,26.73,0.0,25.38,1021.4,17.48,160.26,-36.43,8.82,1.223,nutmeg
667.0,856.0,850.0,880.0,101.58,26.73,0.0,25.38,1021.41,17.47,163.99,-36.52,8.62,1.173,nutmeg
662.0,852.0,846.0,877.0,98.06,26.64,0.0,25.38,1021.41,17.45,166.75,-36.6,8.56,1.175,nutmeg
659.0,850.0,843.0,874.0,85.79,26.73,0.0,25.37,1021.42,17.44,170.8,-36.68,9.05,1.154,nutmeg
654.0,846.0,839.0,873.0,77.7,27.0,0.0,25.37,1021.43,17.41,173.25,-36.76,8.43,1.151,nutmeg
652.0,843.0,837.0,871.0,70.15,26.73,0.0,25.36,1021.44,17.41,176.52,-36.76,8.75,1.14,nutmeg
649.0,840.0,834.0,869.0,62.3,26.55,0.0,25.36,1021.44,17.39,178.76,-36.76,8.69,1.11,nutmeg
646.0,838.0,832.0,868.0,62.03,26.82,0.0,25.36,1021.43,17.38,179.9,-36.68,9.05,1.134,nutmeg
642.0,836.0,829.0,866.0,58.49,27.09,0.0,25.36,1021.42,17.37,181.84,-36.76,8.82,1.089,nutmeg
640.0,833.0,826.0,864.0,52.97,26.82,0.0,25.36,1021.43,17.36,185.03,-36.68,8.69,1.066,nutmeg
645.0,832.0,824.0,864.0,47.26,25.75,0.0,25.35,1021.43,17.36,185.73,-36.68,8.53,1.074,nutmeg
639.0,830.0,822.0,863.0,47.58,26.91,0.0,25.36,1021.43,17.37,187.72,-36.76,8.56,1.073,nutmeg
634.0,828.0,820.0,861.0,43.36,26.91,0.0,25.36,1021.45,17.36,189.33,-36.85,9.28,1.051,nutmeg
631.0,826.0,818.0,860.0,41.89,26.28,0.0,25.36,1021.44,17.37,188.9,-36.76,8.69,1.06,nutmeg
627.0,824.0,815.0,859.0,40.66,26.46,0.0,25.37,1021.44,17.37,191.74,-36.76,8.4,1.035,nutmeg
626.0,822.0,814.0,857.0,38.01,26.28,0.0,25.37,1021.43,17.37,192.85,-36.76,8.62,1.057,nutmeg
623.0,820.0,812.0,856.0,39.55,26.82,0.0,25.36,1021.43,17.38,193.3,-36.76,8.62,1.035,nutmeg
620.0,818.0,810.0,855.0,38.82,26.91,0.0,25.37,1021.44,17.37,194.78,-36.76,9.05,0.991,nutmeg
618.0,816.0,808.0,855.0,34.93,26.19,0.0,25.36,1021.44,17.38,195.7,-36.76,9.08,0.995,nutmeg
628.0,817.0,811.0,875.0,35.59,26.64,0.0,25.36,1021.44,17.39,196.86,-36.76,8.78,0.998,nutmeg
625.0,816.0,817.0,879.0,33.38,26.91,0.0,25.35,1021.43,17.38,198.03,-36.68,8.69,1.0,nutmeg
619.0,814.0,815.0,873.0,33.86,26.64,0.0,25.35,1021.43,17.38,197.79,-36.76,8.92,0.978,nutmeg
641.0,813.0,812.0,866.0,35.59,25.84,0.0,25.35,1021.43,17.37,200.54,-36.76,8.37,0.95,nutmeg
683.0,811.0,811.0,862.0,34.51,26.11,0.0,25.35,1021.43,17.38,201.4,-36.76,8.21,0.962,nutmeg
689.0,818.0,810.0,866.0,32.12,27.0,0.0,25.34,1021.43,17.38,203.75,-36.76,8.82,0.973,nutmeg
758.0,840.0,819.0,881.0,33.78,27.0,0.0,25.34,1021.43,17.37,204.5,-36.68,8.34,0.954,nutmeg
756.0,849.0,826.0,887.0,31.74,25.84,0.0,25.34,1021.43,17.39,205.01,-36.68,8.62,0.973,nutmeg
734.0,850.0,828.0,884.0,32.43,26.02,0.0,25.33,1021.43,17.39,205.51,-36.68,8.65,0.949,nutmeg
701.0,845.0,825.0,878.0,30.83,26.91,0.0,25.33,1021.43,17.4,206.92,-36.68,8.4,0.918,nutmeg
673.0,841.0,822.0,870.0,29.36,27.82,0.0,25.33,1021.43,17.38,206.67,-36.68,9.18,0.943,nutmeg
654.0,840.0,819.0,865.0,27.34,25.75,0.0,25.33,1021.43,17.38,208.62,-36.6,8.72,0.939,nutmeg
666.0,844.0,818.0,869.0,28.02,26.37,0.0,25.33,1021.42,17.39,201.15,-36.52,8.69,0.932,nutmeg
694.0,847.0,820.0,872.0,27.2,26.28,0.0,25.32,1021.41,17.38,187.94,-36.52,8.62,0.945,nutmeg
688.0,846.0,820.0,869.0,30.61,26.11,0.0,25.32,1021.41,17.39,185.44,-36.52,8.46,0.926,nutmeg
661.0,841.0,818.0,863.0,34.27,26.46,0.0,25.32,1021.41,17.39,185.44,-36.52,8.46,0.896,nutmeg
641.0,836.0,814.0,858.0,35.51,26.73,0.0,25.32,1021.41,17.38,189.55,-36.6,8.46,0.905,nutmeg
629.0,831.0,810.0,855.0,34.11,25.75,0.0,25.32,1021.42,17.38,192.52,-36.68,8.78,0.886,nutmeg
621.0,827.0,807.0,852.0,34.51,26.73,0.0,25.32,1021.43,17.38,197.32,-36.76,8.53,0.875,nutmeg
614.0,824.0,804.0,850.0,31.82,25.32,0.0,25.32,1021.43,17.38,201.27,-36.76,8.21,0.871,nutmeg
609.0,820.0,801.0,848.0,29.73,26.02,0.0,25.32,1021.44,17.38,205.77,-36.85,8.65,0.875,nutmeg
646.0,825.0,801.0,852.0,29.65,26.28,0.0,25.32,1021.45,17.37,205.9,-36.93,8.53,0.853,nutmeg
774.0,850.0,828.0,897.0,29.22,26.11,0.0,25.31,1021.46,17.37,207.31,-36.85,8.43,0.844,nutmeg
756.0,850.0,833.0,892.0,28.16,26.46,0.0,25.31,1021.44,17.37,207.57,-36.85,8.53,0.853,nutmeg
